SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20230405|911363109|URI|153|UNITED RENTALS INC|359.13
20230405|911549103|UAMY|4429|U S ANTIMONY CORP|0.39
20230405|911634103|USBL|2761|U.S. BASKETBALL LEAGUE INC|0.40
20230405|91167Q100|BNO|1494|UNITED STS BRENT OIL FD LP|28.26
20230405|911684108|USM|3766|UNITED STATES CELLULAR CORP|21.06
20230405|911717106|USCI|220|UNITED STS COMMODITY INDEX FD |54.86
20230405|911922102|USLM|4|UNITED ST LIME & MINERALS INC |156.50
20230405|91201T102|UGA|12371|UNITED STATES GASOLINE FUND LP|62.11
20230405|912318300|UNG|57940|UNITED STATES NATURAL GAS FUND|6.61
20230405|91232N207|USO|2504|UNITED STATES OIL FUND LP|70.27
20230405|913259107|UTL|6873|UNITIL CORP|57.92
20230405|913290102|UNTY|209303|UNITY BANCORP INC|22.31
20230405|913483103|UEIC|112|UNIVERSAL ELECTRONICS INC|9.89
20230405|91359E105|UHT|173|UNIVERSAL HEALTH RLTY TR SBI|46.99
20230405|91377B109|UNVGY|49|UNIVERSAL MUSIC GROU NV ADS(NE|12.66
20230405|91381U200|UBX|12200|UNITY BIOTECHNOLOGY INC COM NE|1.49
20230405|915271100|UVSP|1811|UNIVEST FINANCIAL CORPORATION |22.85
20230405|91529G105|UOLGY|2848|UOL Group Limited Sponsored AD|22.20
20230405|91529Y106|UNM|21562|UNUM GROUP COM STK|39.09
20230405|91529Y601|UNMA|208|UNUM GROUP 6.25% JR SUB NOTE D|24.91
20230405|91531W106|TIGR|557|UP FINTECH HLDG LTD SPONSORED |3.21
20230405|91532B200|UPH|3845|UPHEALTH INC COM NEW (DE)|1.42
20230405|91544A109|UPLD|4829|UPLAND SOFTWARE INC COM|4.09
20230405|91680M107|UPST|1826470|UPSTART HLDGS INC COM|16.07
20230405|91688R108|URG|185173|Ur Energy Inc Common Shares (C|0.97
20230405|916896103|UEC|14111|URANIUM ENERGY CORP|2.84
20230405|91703R208|URVNF|1151|URAVAN MINERALS INC COM NEW (C|0.33
20230405|91704K202|UGRO|234|URBAN-GRO INC COM NEW|2.76
20230405|91725D500|UBMRF|17064|URBANIMMERSIVE INC|0.13
20230405|917286106|UBP|27|URSTADT BIDDLE PROPERTIES INC |15.58
20230405|917286205|UBA|702|URSTADT BIDDLE PROPS INC CL A |17.30
20230405|917313108|USIO|3|USIO INC COM|1.85
20230405|91734F108|USHAF|20163|USHA RES LTD (CANADA)|0.24
20230405|91741U106|USMT|840|US METRO BANCORP|3.77
20230405|918090101|UTZ|300|UTZ BRANDS, INC. CLASS A (CYM)|17.15
20230405|91818X207|UXIN|695|UXIN LTD ADS NEW (CYM)|2.37
20230405|91822J103|VBIV|30710|VBI VACCINES, INC. NEW COMMON |0.14
20230405|91822M502|VEON|309|VEON LTD SPONSORED ADR NEW|18.00
20230405|91823B109|UWMC|56429|UWM HLDGS CORP CL A (DE)|5.02
20230405|918284100|VSEC|315|V S E CORP|43.26
20230405|91829B103|VOC|4601|VOC ENERGY TR TR UNIT|8.78
20230405|918406109|VVCVF|1|VVC EXPLORATION CORP|0.06
20230405|91854V107|VCSA|15793|VACASA INC CL A|0.89
20230405|918640103|VCNX|315|VACCINEX INC COM (DE)|0.38
20230405|91879Q109|MTN|637|VAIL RESORTS INC|235.06
20230405|91912E105|VALE|166629|VALE S A ADR (REPSTG 1 COM SHR|15.25
20230405|91913Y100|VLO|252|VALERO ENERGY CORP (NEW)|127.43
20230405|919134304|VLEEY|23|VALEO SE AMERICAN DEPOSITARY R|10.25
20230405|91915B108|VPHIF|50|VALEO PHARMA INC (CANADA)|0.37
20230405|91917A207|WGMI|2835|VALKYRIE ETF TR II BITCOIN MIN|9.08
20230405|919794107|VLY|670|VALLEY NATIONAL BANCORP|8.64
20230405|919794305|VLYPO|1208|VALLEY NATL BANCORP NON CUM PE|21.22
20230405|92023M101|VLON|3192|VALLON PHARMACEUTICALS INC COM|0.35
20230405|92025Y103|VALN|80|VALNEVA SE SPONSORED ADS (FRA)|10.88
20230405|92046L353|EQTY|38812|VALUED ADVISERS TR KOVITZ CORE|17.04
20230405|921078101|OUNZ|13687|VANECK MERK GOLD TR GOLD SHS (|19.60
20230405|921428207|VRBFF|7910|VANADIUMCORP RESOURCE INC COM |0.07
20230405|921659108|VNDA|8524|VANDA PHARMACEUTICALS INC COM |6.70
20230405|92189F106|GDX|12447|VANECK ETF TR GOLD MINERS ETF |34.19
20230405|92189F148|LFEQ|2|VANECK ETF TR LONG/FLAT TREND |36.17
20230405|92189F171|GRNB|737|VANECK ETF TR GREEN BD ETF|23.53
20230405|92189F205|SLX|1838|VANECK ETF TR STEEL ETF|61.30
20230405|92189F429|PFXF|70931|VANECK ETF TR PREFERRED SECURI|17.46
20230405|92189F445|IHY|18195|VANECK ETF TR INTERNATIONAL HI|20.11
20230405|92189F452|MORT|4558|VANECK ETF TR MTG REIT INCOME |10.76
20230405|92189F460|XMPT|4059|VANECK CEF MUNI INCOME ETF|21.49
20230405|92189F486|FLTR|2215|VANECK ETF TR VANECK IG FLOATI|24.86
20230405|92189F502|SMOG|28713|VANECK ETF TR LOW CARBON ENERG|118.54
20230405|92189F528|SMB|1140|VANECK SHORT MUNI ETF|17.01
20230405|92189F593|MOTI|81121|VANECK MORNINGSTAR INTERNATION|32.06
20230405|92189F601|NLR|298|VANECK ETF TR URANIUM+NUCLEAR |54.87
20230405|92189F676|SMH|150|VANECK ETF TR SEMICONDUCTOR ET|257.67
20230405|92189F684|RTH|572|VANECK ETF TR VANECK RETAIL ET|164.34
20230405|92189F700|MOO|13|VANECK VECTORS ETF TR VANECK A|85.99
20230405|92189F767|GLIN|1|VANECK ETF TR INDIA GROWTH LEA|32.05
20230405|92189F817|VNM|24773|VANECK VIETNAM ETF|12.42
20230405|92189F833|IDX|106|VANECK ETF TR INDONESIA INDEX |17.93
20230405|92189F866|AFK|903|VANECK ETF TR AFRICA INDEX ETF|16.14
20230405|92189H102|DURA|4723|VANECK ETF TR DURABLE HIGH DIV|30.99
20230405|92189H409|HYD|43|VANECK HIGH YIELD MUNI ETF|51.72
20230405|92189H722|RNEW|20|VANECK ETF TR GREEN INFRASTRUC|25.11
20230405|92189H730|SMOT|23283|VANECK ETF TR MORNINGSTAR SMID|27.81
20230405|92189H748|CLOI|10|VANECK ETF TR|51.13
20230405|92189H763|DAM|3879|VANECK ETF TR DIGITAL ASSETS M|11.13
20230405|92189H771|PIT|117|VANECK ETF TR COMMODITY STRATE|49.29
20230405|92189H797|YUMY|631|VANECK VECTORS ETF TR VANECK F|18.01
20230405|92189H805|REMX|2154|VANECK ETF TR RARE EARTH/STRAT|79.96
20230405|921908844|VIG|2818|VANGUARD DIVIDEND APPRECIATION|153.99
20230405|921910691|VCEB|2915|VANGUARD WORLD FD ESG U S CORP|62.86
20230405|921910709|EDV|84|VANGUARD EXTENDED DURATION TRE|90.82
20230405|921910725|VSGX|20022|VANGUARD WORLD FD ESG INTL STK|52.60
20230405|921910733|ESGV|1028|VANGUARD WORLD FD ESG U.S. STO|71.37
20230405|921910816|MGK|64|VANGUARD MEGA CAP GROWTH ETF|204.06
20230405|921910840|MGV|645|VANGUARD MEGA CAP VALUE|101.23
20230405|921910873|MGC|91|VANGUARD MEGA CAP ETF|143.18
20230405|921932703|VOOV|130|VANGUARD S&P 500 VALUE ETF|145.87
20230405|921932778|VIOV|302|VANGUARD S&P SMALL CAP 600 VAL|79.11
20230405|921932794|VIOG|1409|VANGUARD S&P SMALL CAP 600 GRO|92.92
20230405|921932828|VIOO|419|VANGUARD S&P SMALL CAP 600 ETF|87.16
20230405|921932885|IVOO|553|VANGUARD S&P MID CAP 400 ETF|83.27
20230405|921935508|VFMO|420|VANGUARD WELLINGTON FD U S MOM|110.99
20230405|921935706|VFQY|405|VANGUARD WELLINGTON FD U S QUA|107.24
20230405|921935870|VTES|3980|VANGUARD WELLINGTON FD SHORT-T|101.56
20230405|921937793|BLV|730|VANGUARD BD INDEX FD INC LONG |77.04
20230405|921937819|BIV|854|VANGUARD BD INDEX FD INC INTER|77.27
20230405|921937827|BSV|49|VANGUARD BD INDEX FD INC SHORT|76.70
20230405|921946794|VYMI|23477|VANGUARD WHITEHALL FDS INTL HI|62.73
20230405|922020805|VTIP|135|VANGUARD SHT TRM INFLT-PROT FD|47.93
20230405|92203C303|VUSB|10374|VANGUARD BD INDEX FDS|49.15
20230405|92203J407|BNDX|899369|VANGUARD TOTAL INTERNATIONAL B|48.95
20230405|92204A108|VCR|188|VANGUARD CONSUMER DISCRETIONAR|250.36
20230405|92204A207|VDC|97|VANGUARD CONSUMER STAPLES ETF |193.82
20230405|92204A405|VFH|207|VANGUARD FINANCIAL ETF|76.80
20230405|92204A603|VIS|12|VANGUARD INDUSTRIAL ETF|186.27
20230405|92204A801|VAW|18|VANGUARD MATERIALS ETF|175.93
20230405|92204A876|VPU|349|VANGUARD UTILITIES ETF|147.06
20230405|92204A884|VOX|463|VANGUARD COMMUNICATION SERVICE|96.99
20230405|922042718|VSS|49|VANGUARD INTL EQTY FTSE ALL-WO|109.79
20230405|92206C102|VGSH|5256|VANGUARD|58.59
20230405|92206C409|VCSH|48462|VANGUARD SHT-TERM CORP BD ETF |76.43
20230405|92206C565|BNDW|936|VANGUARD SCOTTSDALE FDS VANGUA|69.27
20230405|92206C599|VTHR|13|VANGUARD RUSSELL 3000 ETF|182.55
20230405|92206C623|VTWG|200|VANGUARD RUSSELL 2000 GROWTH E|162.46
20230405|92206C664|VTWO|2739|VANGUARD RUSSELL 2000 ETF|70.81
20230405|92206C714|VONV|429|VANGUARD RUSSELL 1000 VALUE ET|66.63
20230405|92206C771|VMBS|112|VANGUARD MORTG-BACKED SEC ETF |46.93
20230405|92206C813|VCLT|12|VANGUARD LG-TRM CORP BD ETF|80.06
20230405|92206C847|VGLT|13|VANGUARD LONG TERM TREASURY ET|66.08
20230405|92214X106|VREX|394|VAREX IMAGING CORP COM STK|17.93
20230405|92230T105|VARTY|32|VARTA AKTIENGESELLSCHAFT|2.90
20230405|92242T101|VVX|624|V2X INC COM STK (IN)|39.29
20230405|92243A200|VXRT|14694|VAXART INC COM NEW (DE)|0.73
20230405|92259N104|VLD|34209|VELO3D INC COM (DE)|2.11
20230405|92259N112|VLDWS|455|VELO3D INC WT EXP 12/01/25 (DE|0.33
20230405|92261K106|VEJIF|151775|VEJI HLDGS LTD COM (CANADA)|.
20230405|92262D101|VEL|42|VELOCITY FINL INC COM (DE)|8.72
20230405|922907746|VTEB|5971|VANGUARD MUN BD FDS TAX-EXEMPT|50.74
20230405|922908363|VOO|41|VANGUARD INDEX FDS S&P 500 ETF|375.43
20230405|922908538|VOT|43|VANGUARD MID-CAP GROWTH INDEX |192.72
20230405|922908553|VNQ|40203|VANGUARD SPECIALIZED FUNDS VAN|82.27
20230405|922908736|VUG|299|VANGUARD GROWTH ETF|248.47
20230405|922908744|VTV|1787|VANGUARD VALUE ETF|138.04
20230405|922908751|VB|149|VANGUARD SMALL-CAP ETF|186.32
20230405|922908769|VTI|697|VANGUARD TOTAL STOCK MARKET ET|203.27
20230405|92332V107|VTYX|89|VENTYX BIOSCIENCES INC|30.89
20230405|92337F107|VCYT|822|VERACYTE INC COM|22.17
20230405|92337R101|VERA|1059|VERA THERAPEUTICS INC CL A (DE|7.13
20230405|92337V102|VRDR|6510|VERDE RESOURCES INC COM (NV)|0.13
20230405|923454102|VRTV|273|VERITIV CORPORATION|127.09
20230405|92346J108|VCEL|10235|VERICEL CORPORATION COMMON STO|29.01
20230405|92347M100|VERI|879|VERITONE INC COM|5.22
20230405|92512J106|VBNK|931|VERSABANK NEW (CANADA)|7.53
20230405|92532F100|VRTX|382|VERTEX PHARMACEUTICALS INC|314.42
20230405|92534K107|VTNR|7962|Vertex Energy, Inc|9.13
20230405|92538J106|VERX|489|VERTEX INC CL A|21.57
20230405|92539P101|VERV|2275|VERVE THERAPEUTICS INC COM (DE|13.37
20230405|92539Q109|VRSSF|649744|VERSES AI INC CL A SUB VTG|1.05
20230405|925458101|VWDRY|29|VESTAS WIND SYSTEMS AS AMER DE|9.56
20230405|92552R406|VVI|125|VIAD CORP (NEW)|19.59
20230405|92552V100|VSAT|2113|VIASAT INC|34.03
20230405|925540106|VEXTF|9916|VEXT SCIENCE INC COM (CAN)|0.19
20230405|92555K101|VDRM|1791|VIADERMA, INC. COMMON STOCK|0.03
20230405|925550105|VIAV|3985|VIAVI SOLUTIONS INC COM STK DE|10.46
20230405|92556D304|VIA|934|VIA RENEWABLES INC CL A COM NE|15.80
20230405|92556H206|PARA|145|PARAMOUNT GOBAL CL B COMMON ST|21.61
20230405|92556H305|PARAP|1932|PARAMOUINT GLOBAL 5.75% SERIES|29.75
20230405|92557A101|DSP|791|VIANT TECHNOLOGY INC CL A COM |4.29
20230405|92561V117|RBOTWS|2900|VICARIOUS SURGICAL INC WT EXP |0.35
20230405|92645B103|VCTR|11|VICTORY CAP HLDGS INC CL A (DE|29.36
20230405|926462102|VMHG|7902|VICTORY MARINE HLDGS|.
20230405|92647N527|UITB|1300|VICTORY PORTFOLIOS II VICTORYS|47.01
20230405|92647N535|USTB|2927|VICTORY PORTFOLIOS II VICTORYS|49.19
20230405|92647N667|VSDA|68|VICTORY PORTFOLIOS II VICTORYS|44.84
20230405|92647N691|VSMV|709|VICTORYSHARES US MULTIFACTOR M|38.79
20230405|92647N766|CFA|14398|VICTORY PORTFOLIOS II SHS US 5|68.08
20230405|92647N840|CIL|65|VICTORY PORTFOLIOS II SHS INTL|40.02
20230405|92647N865|CDL|8814|VICTORY PORTF II SHS US LRG CA|57.15
20230405|92647N873|CSB|8|VICTORY PORTF II SHS US SMALL |51.18
20230405|92647P126|MODL|49|VICTORY PORTFOLIOS II VICTORYS|28.71
20230405|92647X806|QQQN|306|VICTORY PORTFOLIOS II VICTORYS|25.27
20230405|92671V106|VIEW|9015|VIEW INC CL A (DE)|0.47
20230405|92671V114|VIEWW|426|VIEW INC WT EXP EXP 08/01/27 (|0.03
20230405|92686J106|VKTX|30528|VIKING THERAPEUTICS INC COM|17.05
20230405|92707Y108|VFF|4191|VILLAGE FARMS INTERNATIONAL IN|0.78
20230405|927107409|VLGEA|31|VILLAGE SUPER MARKET CL-A NEW |22.68
20230405|927330100|BBIG|258259|VINCO VENTURES, INC. COM|0.25
20230405|92747V106|VWE|906|VINTAGE WINE ESTATES INC COM (|1.03
20230405|92766K106|SPCE|2485|VIRGIN GALACTIC HLDGS INC COM |3.43
20230405|92771A101|VORB|1083|VIRGIN ORBIT HLDGS INC (DE)|0.15
20230405|92790A405|SEIX|166|VIRTUS ETF TR II SEIX SR LN ET|23.60
20230405|92790A504|JOET|196|VIRTUS ETF TR II VIRTUS TERRAN|27.40
20230405|92790A702|VCLN|11|VIRTUS ETF TR II VIRTUS DUFF &|22.01
20230405|92823T108|VHC|65054|VirnetX Holding Corp Common St|1.52
20230405|928251107|VRPX|390|VIRPAX PHARMACEUTICALS INC COM|0.78
20230405|92826C839|V|22045|VISA INC CLASS A COM|227.66
20230405|92827K301|VTSI|1721|VIRTRA INC COMMON STOCK|5.25
20230405|92829J104|VIRI|1717|VIRIOS THERAPEUTICS INC COM|0.35
20230405|928298108|VSH|2018|VISHAY INTERTECHNOLOGY INC|21.66
20230405|92834X106|VLMGF|300000|VISCOUNT MNG CORP COM (CANADA)|0.23
20230405|92835W107|ZTR|7085|VIRTUS TOTAL RETURN FUND INC|6.39
20230405|92836G309|VISM|6744|VISIUM TECHNOLOGIES INC COM PA|0.17
20230405|92838K118|VBOCW|1066|VISCOGLIOSI BROS ACQUISITION C|0.04
20230405|92838U108|NCZ|13824|VIRTUS CONVERTIBLE & INCOME FU|3.06
20230405|92838X706|NCVPRA|1042|VIRTUS CONVERTIBLE & INCOME FU|21.45
20230405|92838Y100|AIO|361|VIRTUS ARTIFICIAL INTELL & TEC|17.21
20230405|92839U206|VC|902|VISTEON CORP COM NEW|147.05
20230405|92840H202|VTGN|1000|VISTAGEN THERAPEUTICS, INC. CO|0.13
20230405|92841M101|NIE|2612|VIRTUS EQUITY & CONVERTIBLE IN|19.66
20230405|92845J104|VVCIF|1500|VIVO CANNABIS INC (CANADA)|0.02
20230405|92852M107|VAUCF|16748|VIVA GOLD CORP (CANADA)|0.11
20230405|92852R403|VIVK|3449|VIVAKOR INC. COMMON STOCK COM |1.10
20230405|92854T100|SEAT|1062|VIVID SEATS INC|8.10
20230405|92858K204|RDGL|3329|VIVOS INC COM NEW|0.07
20230405|92859G202|VZLA|384|VIZSLA SILVER CORP COM NEW (CA|1.54
20230405|92887H107|VONOY|399|VONOVIA SE ADR (DEU)|9.34
20230405|92891H101|SVIX|793|VS TR -1X SHORT VIX FUTURES ET|16.60
20230405|92891H408|UVIX|495639|VS TR 2X LONG VIX FUTURES ETF |15.70
20230405|928929207|VTKLY|60|VTECH HOLDINGS, LTD. UNSPONSOR|6.00
20230405|929042109|VNO|6188|VORNADO REALTY TRUST|15.21
20230405|929042828|VNOPRM|213|VORNADO RLTY TR|13.85
20230405|929089100|VOYA|1195|VOYA FINL INC COM STK (DE)|71.54
20230405|929089209|VOYAPRB|260|VOYA FINL INC DEP SH REPSTG 1/|23.61
20230405|92912P108|IHD|7016|VOYA EMERGING MKTS HIGH DIVID |5.23
20230405|92918V109|VRM|962|VROOM INC COM|0.91
20230405|92921W300|VUZI|62|VUZIX CORPORATION COMMON STOCK|4.02
20230405|929236107|WDFC|1160|W D - 40 CO|176.47
20230405|929328102|WSFS|1543|WSFS FINL CORP|36.68
20230405|92937A102|WPP|265|WPP PLC ADR (JE) NEW|59.70
20230405|92971A109|MAPS|6007|WM TECHNOLOGY INC CL A (DE)|0.73
20230405|92971A117|MAPSW|1369|WM TECHNOLOGY INC WT PUR COM E|0.08
20230405|930004304|WACLY|701|WACOAL HLDGS CORP ADR NEW (JPN|95.12
20230405|930783105|WJXFF|180|WAJAX CORP. ORDINARY SHARES (C|17.84
20230405|931142103|WMT|1858|WAL-MART INC (DE)|147.23
20230405|931427108|WBA|28574|WALGREEN BOOTS ALLIANCE INC CO|35.85
20230405|932397102|WLBMF|10001|WALLBRIDGE MINING CO LTD|0.14
20230405|934423104|WBD|7406|WARNER BROS DISCOVERY INC COM |15.15
20230405|93627C101|HCC|609|WARRIOR MET COAL INC COM|36.04
20230405|938824307|WAFDP|855|WASHINGTON FED INC DEP SHS REP|16.48
20230405|94106B101|WCN|25973|WASTE CONNECTIONS INC COM SHS |138.42
20230405|94419L101|W|2564|WAYFAIR INC CL A COM STK (DE) |35.84
20230405|94724R108|WEAV|2181|WEAVE COMMUNICATIONS INC COM|5.20
20230405|94770C104|WBSR|4876|WEBSTAR TECHNOLOGY GROUP, INC.|0.12
20230405|947890109|WBS|297|WEBSTER FINL CORP WATERBURY CN|37.56
20230405|947890703|WBSPRG|650|WEBSTER FINL CORP DEPOSITARY S|20.98
20230405|948597109|WEICY|48|WEICHAI PWR CO LTD|12.82
20230405|949746101|WFC|56794|WELLS FARGO & CO(NEW)|36.81
20230405|949746465|WFCPRR|12183|WELLS FARGO & CO DEP SHS REPST|24.57
20230405|94987B105|EAD|537|ALLSPRING INCOME OPPORTUNITIES|6.35
20230405|94987C103|EOD|13557|ALLSPRING GLOBAL DIVIDEND OPPO|4.42
20230405|94987D101|ERC|762|ALLSPRING MULTI-SECTOR INCOME |9.16
20230405|95040Q104|WELL|860|WELLTOWER INC COM STK (DE)|70.38
20230405|950755108|WERN|626|WERNER ENTERPRISES INC|44.08
20230405|95082P105|WCC|202|WESCO INTERNATIONAL INC|142.54
20230405|95083R100|WDOFF|14376|WESDOME GOLD MINES LTD (CANADA|5.95
20230405|950840306|WFAFY|280|WESFARMERS LTD UNSPONSORED ADR|17.22
20230405|95123P106|WTBA|29|WEST BANCORPORATION|17.77
20230405|952845105|WFG|220|WEST FRASER TIMBER LTD|70.42
20230405|953432101|WJRYY|300|WEST JAPAN RAILWAY CO UNSPONSO|42.40
20230405|95716A102|WEGYF|1979|WESTBRIDGE RENEWABLE ENERGY CO|0.64
20230405|95766B109|EHI|1|WESTERN ASSET GLB HIGH INCM FD|6.98
20230405|95766J102|HIX|5267|WESTERN ASSET HIGH INCM FD II |4.85
20230405|95766N103|MHF|3055|WESTERN ASSET MUNI HIGH INCM F|6.59
20230405|95766Q106|WIA|93|WESTERN ASSET INFLATION-LINKED|8.88
20230405|957664105|WEA|384|WESTERN ASSET PREMIER BOND FD |10.36
20230405|95768B107|HYI|5637|WESTERN ASSET HIGH YIELD DEFIN|11.90
20230405|95790K109|WDI|17|WESTERN ASSET DIVERSIFIED INCO|13.46
20230405|95805V108|WRN|17271|WESTERN COPPER & GOLD CORP|1.83
20230405|960413102|WLK|17|WESTLAKE CORPORATION|113.88
20230405|960417103|WLKP|387|WESTLAKE CHEM PARTNERS LP COM |21.78
20230405|960908309|WPRT|2638|WESTPORT FUEL SYSTEM INC COM|0.94
20230405|96145W111|WESTW|138|WESTROCK COFFEE CO WT EXP 8/29|2.49
20230405|961682101|WGLIF|187609|WESTWARD GOLD INC COM (CAN)|0.14
20230405|961884103|WETG|1054|WETRADE GROUP INC COM|0.24
20230405|96209A104|WE|407554|WEWORK INC CL A (DE)|0.69
20230405|96209A112|WEWS|901|WEWORK INC WT EXP (DE)|0.09
20230405|962149100|WEYS|70|WEYCO GROUP INC|25.81
20230405|962166104|WY|6924|WEYERHAEUSER COMPANY|29.95
20230405|962879102|WPM|4786|WHEATON PRECIOUS METALS CORP C|50.02
20230405|96328L106|UP|33944|WHEELS UP EXPERIENCE INC CL A |0.55
20230405|96467A200|SPGYF|42919|WHITECAP RES INC COM NEW SH (C|7.92
20230405|96684W100|FREE|14686|WHOLE EARTH BRANDS, INC. CLASS|2.57
20230405|96758W101|WOW|29813|WIDEOPENWEST INC COM STK (DE) |10.51
20230405|96773L106|QIND|21000|QUALITY INDUSTRIAL CORP. COMMO|0.58
20230405|96812F102|BAER|992|BRIDGER AEROSPACE GROUP HLDGS |4.66
20230405|968223206|WLY|227|WILEY(JOHN)& SONS INC CL A|37.87
20230405|969457100|WMB|2748|WILLIAMS COMPANIES|29.67
20230405|969904101|WSM|11312|WILLIAMS-SONOMA INC|119.09
20230405|97111B404|CANSF|7543|WILLOW BIOSCIENCES INC COM NEW|0.07
20230405|971433107|WLMIY|2597|Wilmar International Ltd Unspo|32.14
20230405|97264L100|WIMI|11949|WIMI HOLOGRAM CLOUD INC SPONS |1.06
20230405|97562T102|WGMCF|10890|WINSTON GOLD CORP (CANADA)|.
20230405|97650W405|WTFCM|934|WINTRUST FINL CORP FXD/FLTG NO|22.83
20230405|97717P104|WT|4500|WISDOMTREE, INC.|5.90
20230405|97717W208|DHS|321|WISDOMTREE TR U.S|82.26
20230405|97717W315|DEM|27349|WISDOMTREE TR EMERGING MKTS HI|38.10
20230405|97717W323|DGRE|40035|WISDOMTREE TR EMERGING MKTS QU|22.65
20230405|97717W422|EPI|14|WISDOMTREE TR INDIA EARNINGS F|31.79
20230405|97717W521|DXJS|281|WISDOMTREE TR JAPAN SMALLCAP H|48.20
20230405|97717W604|DES|1|WISDOMTREE TR U.S. SMALLCAP DI|28.04
20230405|97717W778|DIM|1177|WISDOMTREE TR INTL MIDCAP DIVI|59.04
20230405|97717W794|DOL|2699|WISDOMTREE TR INTL LARGECAP DI|47.15
20230405|97717W802|DTH|1539|WISDOMTREE TR|37.89
20230405|97717W836|DFJ|372|WISDOMTREE TR JAPAN SMALLCAP D|67.31
20230405|97717W844|DNL|10830|WISWISDOMTREE TR|35.72
20230405|97717W869|DFE|1987|WISDOMTREE TR EUROPE SMALLCAP |58.88
20230405|97717X131|IQDG|74572|WISDOMTREE TR INTL QUALITY DIV|34.15
20230405|97717X214|RESE|235|WISDOMTREE EMERGING MARKETS ES|28.05
20230405|97717X263|DDWM|1124|WISDOMTREE TR CURRENCY HEDGED |30.93
20230405|97717X271|DDLS|460|WISDOMTREE TR DYNAMIC CURRENCY|31.61
20230405|97717X578|XSOE|329|WISDOMTREE TR EMERGING MKTS EX|27.81
20230405|97717X594|IHDG|3609|WISDOMTREE TR|39.33
20230405|97717X651|DGRS|501|WISDOMTREE TR US SMALL CAP QUA|40.82
20230405|97717X669|DGRW|1881|WISDOMTREE TR US QUALITY DIVID|62.13
20230405|97717X701|HEDJ|3457|WISDOMTREE EUROPE HEDGED EQUIT|81.75
20230405|97717X719|CXSE|222|WISDOMTREE TR CHINA EX-STATE-O|34.43
20230405|97717X784|EMCB|172|WISDOMTREE EMERGING MRKTS CORP|62.65
20230405|97717X867|ELD|66|WISDOMTREE EMERGING LOCAL DEBT|27.14
20230405|97717Y469|UNIY|1|WISDOMTREE TR VOYA YIELD ENHAN|49.88
20230405|97717Y477|QGRW|12383|WISDOMTREE TR U S QUALITY GROW|28.27
20230405|97717Y527|USFR|13|WISDOMTREE FLOATING RATE TREAS|50.29
20230405|97717Y535|XC|1422|WISDOMTREE TR EMERGING MKTS EX|25.87
20230405|97717Y543|WTAI|13259|WISDOMTREE TR ARTIFICIAL INTEL|17.13
20230405|97717Y568|GDE|214|WISDOMTREE TR EFFICIENT GOLD P|24.57
20230405|97717Y626|HYIN|543|WISDOMTREE TR ALTERNATIVE INCO|17.44
20230405|97717Y675|GTR|8003|WISDOMTREE TR TARGET RANGE FD |21.44
20230405|97717Y691|WCLD|115|WISDOMTREE TR CLOUD COMPUTING |29.04
20230405|97717Y709|RESD|588|WISDOMTREE INTERNATIONAL ESG F|27.63
20230405|97717Y774|DWMF|371|WISDOMTREE TR INTL MULTIFACTOR|25.24
20230405|97717Y790|NTSX|6457|WISDOMTREE TR WISDOMTREE U.S. |35.20
20230405|97717Y857|USMF|949|WISDOMTREE TR US MULTIFACTOR F|37.21
20230405|97727L309|WKEY|1115|WISEKEY INTL HLDGS S A SPONSOR|2.18
20230405|97818W107|WONDF|135887|WONDERFI TECHNOLOGIES INC|0.15
20230405|978401107|WDGJY|1482|Wood Group John plc Unsponsore|5.40
20230405|980228308|WDS|440|WOODSIDE ENERGY GROUP LTD AMER|23.06
20230405|980745103|WWD|6|WOODWARD INC COM|97.38
20230405|981064108|WF|590|WOORI FINL GROUP INC ADR (KOR)|26.08
20230405|98138H101|WDAY|990|WORKDAY INC COM STK CL A (DE) |202.60
20230405|98138J206|WKHS|38324|WORKHORSE GROUP INC|1.23
20230405|98139A105|WK|1181|WORKIVA INC COM CL A (CA)|99.17
20230405|98139Q118|WKSPW|6|WORKSPORT LTD WT PUR COM EXP 0|0.20
20230405|98139Q209|WKSP|25|WORKSPORT LTD COM NEW (NV)|1.39
20230405|981475106|INT|889|WORLD FUEL SERVICES CORP|25.24
20230405|98149E303|GLDM|19335|WORLD GOLD TR SPDR GOLD MINISH|40.14
20230405|98156Q108|WWE|76361|WORLD WRESTLING ENTERTAINMENT |97.23
20230405|98212N107|WRAP|4561|WRAP TECHNOLOGIES INC COM (DE)|1.70
20230405|98260P103|WUXAY|619|WUXI APPTEC CO LTD ADR (CHINA)|10.30
20230405|98262P101|WW|2984|WW INTL INC COM|4.48
20230405|983134107|WYNN|1|WYNN RESORTS LTD|112.10
20230405|98372W202|XYF|272|X FINL SPONSORED ADS (CYM)|3.01
20230405|98386D307|XTLB|357|XTL BIOPHARMACEUTICALS LTD. AM|1.26
20230405|98400T106|XFLT|215|XAI OCTAGON FLOATING RATE &|6.44
20230405|98400T205|XFLTPRA|309|XAI OCTAGON FLOATING RATE &|25.05
20230405|98401F105|XNCR|5|XENCOR INC COMMON STOCK|27.85
20230405|98402E206|XBRAF|10158|XEBRA BRANDS LTD COM NEW(CANAD|0.14
