SYMBOL,DESCRIPTION,ticker,cik,TICKER,CIK
CRUS,CIRRUS LOGIC INC,CRUS,CIK0000772406,CRUS,CIK0000772406
CTAS,CINTAS CORP,CTAS,CIK0000723254,CTAS,CIK0000723254
C,CITIGROUP,C,CIK0000831001,C,CIK0000831001
CIZN,CITIZENS HOLDING CO,CIZN,CIK0001075706,CIZN,CIK0001075706
CLAR,CLARUS CORP NEW COM,CLAR,CIK0000913277,CLAR,CIK0000913277
CLSK,CLEANSPARK INC COM NEW,CLSK,CIK0000827876,CLSK,CIK0000827876
CTR,CLEARBRIDGE MLP & MIDSTEAM TOT,CTR,CIK0001547341,CTR,CIK0001547341
CLPR,CLIPPER REALTY INC COM,CLPR,CIK0001649096,CLPR,CIK0001649096
NET,CLOUDFLARE INC CLASS A (DE),NET,CIK0001477333,NET,CIK0001477333
CMGR,CLUBHOUSE MEDIA GROUP INC,CMGR,CIK0001389518,CMGR,CIK0001389518
KO,COCA-COLA CO,KO,CIK0000021344,KO,CIK0000021344
CVLY,CODORUS VY BANCORP INC,CVLY,CIK0000806279,CVLY,CIK0000806279
CCOI,COGENT COMMUNICATIONS HLDGS IN,CCOI,CIK0001158324,CCOI,CIK0001158324
RFI,COHEN&STEERS TOT RET REALTY FD,RFI,CIK0000891290,RFI,CIK0000891290
CHRS,COHERUS BIOSCIENCES INC COM,CHRS,CIK0001512762,CHRS,CIK0001512762
CWBR,COHBAR INC COM NEW,CWBR,CIK0001522602,CWBR,CIK0001522602
COLB,COLUMBIA BANKING SYSTEMS INC,COLB,CIK0000887343,COLB,CIK0000887343
CCHWF,COLUMBIA CARE INC (CANADA),CCHWF,CIK0001776738,CCHWF,CIK0001776738
CLBK,COLUMBIA FINL INC COM STK (DE),CLBK,CIK0001723596,CLBK,CIK0001723596
COLM,COLUMBIA SPORTSWEAR CO,COLM,CIK0001050797,COLM,CIK0001050797
FIX,COMFORT SYSTEMS USA INC,FIX,CIK0001035983,FIX,CIK0001035983
CMC,COMMERCIAL METALS CO,CMC,CIK0000022444,CMC,CIK0000022444
CVGI,"COMMERCIAL VEHICLE GROUP, INC ",CVGI,CIK0001290900,CVGI,CIK0001290900
SID,COMPANHIA SIDERURGICA NACIONAL,SID,CIK0001049659,SID,CIK0001049659
CCU,COMPANIA CERVECER UNIDAS S.A. ,CCU,CIK0000888746,CCU,CIK0000888746
BVN,COMPANIA DE MINAS BUENAVENTURA,BVN,CIK0001013131,BVN,CIK0001013131
CODI,COMPASS DIVERSIFIED,CODI,CIK0001345126,CODI,CIK0001345126
CNXC,CONCENTRIX CORP COM,CNXC,CIK0001803599,CNXC,CIK0001803599
CNOBP,CONNECTONE BANCRP INC NEW DEP ,CNOBP,CIK0000712771,CNOBP,CIK0000712771
CONN,CONNS INC,CONN,CIK0001223389,CONN,CIK0001223389
ED,CONSOLIDATED ED INC(HOLDING CO,ED,CIK0001047862,ED,CIK0001047862
CPRT,COPART INC (DE),CPRT,CIK0000900075,CPRT,CIK0000900075
CORR,CORENERGY INFRASTRUCTURE TR CO,CORR,CIK0001347652,CORR,CIK0001347652
CRF,CORNERSTONE TOTAL RETURN FD CO,CRF,CIK0000033934,CRF,CIK0000033934
GLW,CORNING INCORPORATED,GLW,CIK0000024741,GLW,CIK0000024741
JBK,LEHMAN ABS CORP 3.5% ADJ CORP ,JBK,CIK0001284143,JBK,CIK0001284143
CRVS,CORVUS PHARMACEUTICALS INC,CRVS,CIK0001626971,CRVS,CIK0001626971
CSAN,COSAN S A SPONSORED ADR,CSAN,CIK0001430162,CSAN,CIK0001430162
COST,COSTCO WHOLESALE CORP-NEW,COST,CIK0000909832,COST,CIK0000909832
CR,CRANE HLDGS CO COM,CR,CIK0000025445,CR,CIK0000025445
CR,CRANE CO NEW COM,CR,CIK0000025445,CR,CIK0000025445
CELZ,CREATIVE MED TECHNOLOGY HLDGS ,CELZ,CIK0001187953,CELZ,CIK0001187953
CACC,CREDIT ACCEPTANCE CORP (MICH) ,CACC,CIK0000885550,CACC,CIK0000885550
UGAZF,CREDIT SUISSE AG NASS BRH VELO,UGAZF,CIK0001053092,UGAZF,CIK0001053092
DHY,CREDIT SUISSE HGH YLD BD FD,DHY,CIK0001061353,DHY,CIK0001061353
CRTO,CRITEO S A SPONSORED ADS,CRTO,CIK0001576427,CRTO,CIK0001576427
CRWD,CROWDSTRIKE HLDGS INC CL A,CRWD,CIK0001535527,CRWD,CIK0001535527
CYRX,CRYOPORT INC,CYRX,CIK0001124524,CYRX,CIK0001124524
CGEM,"CULLINAN ONCOLOGY, INC. COM ST",CGEM,CIK0001789972,CGEM,CIK0001789972
CULP,CULP INC.,CULP,CIK0000723603,CULP,CIK0000723603
CMI,CUMMINS INC,CMI,CIK0000026172,CMI,CIK0000026172
CRIS,CURIS INC COM NEW,CRIS,CIK0001108205,CRIS,CIK0001108205
CURI,CURIOSITYSTREAM INC NEW,CURI,CIK0001776909,CURI,CIK0001776909
CUBB,CUSTOMERS BANCORP INC SUB NT 5,CUBB,CIK0001488813,CUBB,CIK0001488813
CTOS,CUSTOM TRUCK ONE SOURCE INC CO,CTOS,CIK0001709682,CTOS,CIK0001709682
CYBN,CYBIN INC (CANADA),CYBN,CIK0001833141,CYBN,CIK0001833141
CYN,CYNGN INC COM,CYN,CIK0001874097,CYN,CIK0001874097
CBAY,CYMABAY THERAPEUTICS INC. COMM,CBAY,CIK0001042074,CBAY,CIK0001042074
CYDY,"CYTODYN, INC.",CYDY,CIK0001175680,CYDY,CIK0001175680
CYT,CYTEIR THERAPEUTICS INC COM (D,CYT,CIK0001662244,CYT,CIK0001662244
DHI,DR HORTON INC,DHI,CIK0000882184,DHI,CIK0000882184
DTG,DTE ENERGY CO JR SUB NT SER E ,DTG,CIK0000936340,DTG,CIK0000936340
DLHC,DLH HLDGS CORP COM (NJ),DLHC,CIK0000785557,DLHC,CIK0000785557
DSGT,DSG GLOBAL INC COM NEW (NV),DSGT,CIK0001413909,DSGT,CIK0001413909
DNBBY,DNB BK ASA (NORWAY),DNBBY,CIK0001498632,DNBBY,CIK0001498632
DICE,DICE THERAPEUTICS INC COM (DE),DICE,CIK0001645569,DICE,CIK0001645569
DTM,DT MIDSTREAM INC (DE),DTM,CIK0001842022,DTM,CIK0001842022
DRIO,DARIOHEALTH CORP COM NEW,DRIO,CIK0001533998,DRIO,CIK0001533998
DAR,DARLING INGREDIENTS INC COMMON,DAR,CIK0000916540,DAR,CIK0000916540
DDOG,DATADOG INC CL A,DDOG,CIK0001561550,DDOG,CIK0001561550
DCPH,DECIPHERA PHARMACEUTICALS INC ,DCPH,CIK0001654151,DCPH,CIK0001654151
DCTH,DELCATH SYS INC,DCTH,CIK0000872912,DCTH,CIK0000872912
DELL,DELL TECHNOLOGIES INC COM CL C,DELL,CIK0001571996,DELL,CIK0001571996
DENN,DENNYS CORP,DENN,CIK0000852772,DENN,CIK0000852772
DSNY,DESTINY MEDIA TECHNOLOGIES INC,DSNY,CIK0001099369,DSNY,CIK0001099369
DVN,DEVON ENERGY CORP (NEW),DVN,CIK0001090012,DVN,CIK0001090012
DXCM,"DEXCOM, INC",DXCM,CIK0001093557,DXCM,CIK0001093557
DRH,DIAMONDROCK HOSPITALITY COMPAN,DRH,CIK0001298946,DRH,CIK0001298946
DGII,DIGI INTERNATIONAL INC,DGII,CIK0000854775,DGII,CIK0000854775
DGHI,DIGIHOST TECHNOLOGY INC,DGHI,CIK0001854368,DGHI,CIK0001854368
DLR,DIGITAL REALTY TRUST,DLR,CIK0001297996,DLR,CIK0001297996
DBRG,DIGITALBRIDGE GROUP INC CL A C,DBRG,CIK0001679688,DBRG,CIK0001679688
DDT,DILLARDS CAP TST I 7.50%CP SEC,DDT,CIK0000028917,DDT,CIK0000028917
DDS,DILLARD'S INC,DDS,CIK0000028917,DDS,CIK0000028917
DSCSY,DISCO CORP ADR UNSPONSORED (JP,DSCSY,CIK0001671750,DSCSY,CIK0001671750
DIS,WALT DISNEY CO-DISNEY COMMON,DIS,CIK0001744489,DIS,CIK0001744489
DHCNI,DIVERSIFIED HEALTHCARE TRUST 5,DHCNI,CIK0001075415,DHCNI,CIK0001075415
DXYN,DIXIE GROUP INC (THE),DXYN,CIK0000029332,DXYN,CIK0000029332
DG,DOLLAR GEN CORP NEW COM STK (T,DG,CIK0000029534,DG,CIK0000029534
D,DOMINION ENERGY INC COM (VA),D,CIK0000715957,D,CIK0000715957
DPZ,DOMINO'S PIZZA INC COM STK,DPZ,CIK0001286681,DPZ,CIK0001286681
DGICA,DONEGAL GROUP INC. CL-A,DGICA,CIK0000800457,DGICA,CIK0000800457
DORM,DORMAN PRODUCTS INC COM STK,DORM,CIK0000868780,DORM,CIK0000868780
DOV,DOVER CORP,DOV,CIK0000029905,DOV,CIK0000029905
DKNG,DRAFTKINGS INC NEW CL A(NV),DKNG,CIK0001883685,DKNG,CIK0001883685
DQWS,DSWISS INC COM,DQWS,CIK0001652561,DQWS,CIK0001652561
DUNE,DUNE ACQUISITION CORP COM CL A,DUNE,CIK0001817232,DUNE,CIK0001817232
DUOL,DUOLINGO INC CL A COM (DE),DUOL,CIK0001562088,DUOL,CIK0001562088
DRRX,DURECT CORP COM NEW(DE),DRRX,CIK0001082038,DRRX,CIK0001082038
QBTS,DWAVE QUANTUM INC COM(DE),QBTS,CIK0001907982,QBTS,CIK0001907982
DYAI,"DYADIC INTERNATIONAL, INC.",DYAI,CIK0001213809,DYAI,CIK0001213809
DY,DYCOM INDS INC,DY,CIK0000067215,DY,CIK0000067215
DVAX,DYNAVAX TECHNOLOGIES CORP COM ,DVAX,CIK0001029142,DVAX,CIK0001029142
DYN,DYNE THERAPEUTICS INC,DYN,CIK0001818794,DYN,CIK0001818794
LOCO,EL POLLO LOCO HLDGS INC COM,LOCO,CIK0001606366,LOCO,CIK0001606366
ENBP,ENB Financial Corp. (PA) Commo,ENBP,CIK0001437479,ENBP,CIK0001437479
EOG,"EOG RESOURCES,INC",EOG,CIK0000821189,EOG,CIK0000821189
EQRX,EQRX INC COM (DE),EQRX,CIK0001843762,EQRX,CIK0001843762
ECCW,EAGLE PT CR CO INC NT 03/25/21,ECCW,CIK0001604174,ECCW,CIK0001604174
ECCC,EAGLE PT CR CO INC TERM PFD ST,ECCC,CIK0001604174,ECCC,CIK0001604174
EAR,EARGO INC COM NEW,EAR,CIK0001719395,EAR,CIK0001719395
EWBC,EAST WEST BANCORP INC,EWBC,CIK0001069157,EWBC,CIK0001069157
EML,EASTERN CO,EML,CIK0000031107,EML,CIK0000031107
EGP,EASTGROUP PROPERTIES INC,EGP,CIK0000049600,EGP,CIK0000049600
EMN,EASTMAN CHEMICAL CO,EMN,CIK0000915389,EMN,CIK0000915389
KODK,EASTMAN KODAK COMPANY COMMON N,KODK,CIK0000031235,KODK,CIK0000031235
EAST,EASTSIDE DISTILLING INC COM PA,EAST,CIK0001534708,EAST,CIK0001534708
CEV,EATON VANCE CALIF MUNI INC TST,CEV,CIK0001074692,CEV,CIK0001074692
EVG,EATON VANCE SHORT DURATION DIV,EVG,CIK0001287498,EVG,CIK0001287498
ETW,EATON VANCE TAX-MANAGED GLOBAL,ETW,CIK0001322435,ETW,CIK0001322435
EBIX,EBIX INC,EBIX,CIK0000814549,EBIX,CIK0000814549
EDIT,EDITAS MEDICINE INC COM STK (D,EDIT,CIK0001650664,EDIT,CIK0001650664
ELMSQ,ELECTRIC LAST MILE SOLUTIONS I,ELMSQ,CIK0001784168,ELMSQ,CIK0001784168
EGO,ELDORADO GOLD CORP NEW COM NEW,EGO,CIK0000918608,EGO,CIK0000918608
EA,ELECTRONIC ARTS INC,EA,CIK0000712515,EA,CIK0000712515
EME,EMCOR GROUP INC,EME,CIK0000105634,EME,CIK0000105634
EMR,EMERSON ELECTRIC CO,EMR,CIK0000032604,EMR,CIK0000032604
EDN,EMPRESA DISTRIBUIDORA Y COMERC,EDN,CIK0001395213,EDN,CIK0001395213
ECPG,ENCORE CAPITAL GROUP INC,ECPG,CIK0001084961,ECPG,CIK0001084961
EDR,ENDEAVOR GROUP HLDGS INC CL A ,EDR,CIK0001766363,EDR,CIK0001766363
ENIC,ENEL CHILE S A SPONSORED ADR,ENIC,CIK0001659939,ENIC,CIK0001659939
ENFN,ENFUSION INC CL A (DE),ENFN,CIK0001868912,ENFN,CIK0001868912
EHAB,ENHABIT INC COM,EHAB,CIK0001803737,EHAB,CIK0001803737
ENPH,"ENPHASE ENERGY, INC COM STK",ENPH,CIK0001463101,ENPH,CIK0001463101
ENSG,ENSIGN GROUP INC COM STK (DE) ,ENSG,CIK0001125376,ENSG,CIK0001125376
ENSV,ENSERVCO CORPORATION COMMON ST,ENSV,CIK0000319458,ENSV,CIK0000319458
ENTG,ENTEGRIS INC,ENTG,CIK0001101302,ENTG,CIK0001101302
ETR,ENTERGY CORP (NEW),ETR,CIK0000065984,ETR,CIK0000065984
ENZ,"ENZO BIOCHEM,INC.",ENZ,CIK0000316253,ENZ,CIK0000316253
NVNO,ENVVENO MED CORP COM,NVNO,CIK0001661053,NVNO,CIK0001661053
EQIX,EQUINIX INC COMMON STOCK REIT ,EQIX,CIK0001101239,EQIX,CIK0001101239
EQBK,EQUITY BANCSHARES INC COM,EQBK,CIK0001227500,EQBK,CIK0001227500
EQC,EQUITY COMWLTH COM SH BEN INT ,EQC,CIK0000803649,EQC,CIK0000803649
ELS,"EQUITY LIFESTYLE PROPERTIES, I",ELS,CIK0000895417,ELS,CIK0000895417
EQR,EQUITY RESIDENTIAL,EQR,CIK0000906107,EQR,CIK0000906107
ERIE,ERIE INDEMNITY CO CL-A,ERIE,CIK0000922621,ERIE,CIK0000922621
ESS,ESSEX PROPERTY TRUST INC,ESS,CIK0000920522,ESS,CIK0000920522
ETON,ETON PHARMACEUTICALS INC COM (,ETON,CIK0001710340,ETON,CIK0001710340
ETSY,ETSY INC COM,ETSY,CIK0001370637,ETSY,CIK0001370637
EVEX,EVE HLDG INC COM,EVEX,CIK0001823652,EVEX,CIK0001823652
EVAX,EVAXION BIOTECH A/S ADS,EVAX,CIK0001828253,EVAX,CIK0001828253
EPM,EVOLUTION PETROLEUM CORP COM,EPM,CIK0001006655,EPM,CIK0001006655
EVH,"EVOLENT HEALTH,INC CLASS A COM",EVH,CIK0001628908,EVH,CIK0001628908
SNMP,EVOLVE TRANSIT INFRASTRT CON U,SNMP,CIK0001362705,SNMP,CIK0001362705
XELAP,EXELA TECHNOLOGIES INC PERP CU,XELAP,CIK0001620179,XELAP,CIK0001620179
XCUR,EXICURE INC COM NEW,XCUR,CIK0001698530,XCUR,CIK0001698530
EXPD,EXPEDITORS INTL OF WASH INC,EXPD,CIK0000746515,EXPD,CIK0000746515
EXPO,EXPONENT INC,EXPO,CIK0000851520,EXPO,CIK0000851520
EXROF,EXRO TECHNOLOGIES INC COM(CANA,EXROF,CIK0001459762,EXROF,CIK0001459762
XOM,EXXON MOBIL CORPORATION,XOM,CIK0000034088,XOM,CIK0000034088
EZFL,EZFILL HLDGS INC COM NEW,EZFL,CIK0001817004,EZFL,CIK0001817004
EZOO,EZAGOO LTD COM,EZOO,CIK0001752372,EZOO,CIK0001752372
FAT,FAT BRANDS INC CL A COM (DE),FAT,CIK0001705012,FAT,CIK0001705012
FATBP,FAT BRANDS INC CUMULATIVE,FATBP,CIK0001705012,FATBP,CIK0001705012
FIGS,FIGS INC CL A (DE),FIGS,CIK0001846576,FIGS,CIK0001846576
FRPH,FRP HOLDINGS INC COM STK,FRPH,CIK0000844059,FRPH,CIK0000844059
FRFHF,FAIRFAX FINL HLDGS LTD SUB VTG,FRFHF,CIK0000915191,FRFHF,CIK0000915191
FTCH,FARFETCH LTD ORD SH CL A (CYM),FTCH,CIK0001740915,FTCH,CIK0001740915
FARM,FARMER BROTHERS CO,FARM,CIK0000034563,FARM,CIK0000034563
FATE,FATE THERAPEUTICS INC,FATE,CIK0001434316,FATE,CIK0001434316
FAST,FASTENAL CO,FAST,CIK0000815556,FAST,CIK0000815556
FNMAO,FANNIE MAE VRRT NONCM PFD SR G,FNMAO,CIK0000310522,FNMAO,CIK0000310522
FMN,FEDERATED HERMES PREMIER MUNIC,FMN,CIK0001199004,FMN,CIK0001199004
FENC,"FENNEC PHARMACEUTICALS, INC. O",FENC,CIK0001211583,FENC,CIK0001211583
FLFV,FEUTUNE LT ACQUISITION CORP CL,FLFV,CIK0001912582,FLFV,CIK0001912582
FDBC,FIDELITY D & D BANCOR INC,FDBC,CIK0001098151,FDBC,CIK0001098151
FISI,FINANCIAL INSTITUTIONS INC,FISI,CIK0000862831,FISI,CIK0000862831
FNCH,FINCH THERAPEUTICS GROUP INC,FNCH,CIK0001733257,FNCH,CIK0001733257
FAF,FIRST AMERICAN FINANCIAL CORPO,FAF,CIK0001472787,FAF,CIK0001472787
BUSE,FIRST BUSEY CORP COM NEW,BUSE,CIK0000314489,BUSE,CIK0000314489
FCNCA,FIRST CITIZENS BKCSHARES CL-A ,FCNCA,CIK0000798941,FCNCA,CIK0000798941
FCNCO,"FIRST CITIZENS BANCSHARES, INC",FCNCO,CIK0000798941,FCNCO,CIK0000798941
FHB,FIRST HAWAIIAN INC COM,FHB,CIK0000036377,FHB,CIK0000036377
FHN,FIRST HORIZON CORPORATION,FHN,CIK0000036966,FHN,CIK0000036966
FNRN,FIRST NORTHERN COMMUNITY BANCP,FNRN,CIK0001114927,FNRN,CIK0001114927
FSEA,FIRST SEACOAST BANCORP INC COM,FSEA,CIK0001769267,FSEA,CIK0001769267
FAM,FIRST TRUST/ABRDN GLOBAL OPPOR,FAM,CIK0001302624,FAM,CIK0001302624
FGB,FIRST TRUST SPECIALTY FINANCE ,FGB,CIK0001392994,FGB,CIK0001392994
FIF,FIRST TR ENERGY INFRASTRUCTURE,FIF,CIK0001513789,FIF,CIK0001513789
MYFW,FIRST WESTN FINL INC COM (CO) ,MYFW,CIK0001327607,MYFW,CIK0001327607
NOTE,FISCALNOTE HLDGS INC COM CL A ,NOTE,CIK0001823466,NOTE,CIK0001823466
FCFS,FIRSTCASH HLDGS INC,FCFS,CIK0000840489,FCFS,CIK0000840489
FISV,FISERV INC,FISV,CIK0000798354,FISV,CIK0000798354
FIVE,FIVE BELOW INC COM STK (PA),FIVE,CIK0001177609,FIVE,CIK0001177609
FFC,FLAHERTY & CRUMRINE PFD AND SE,FFC,CIK0001174164,FFC,CIK0001174164
PFO,FLAHERTY & CRUMRINE PFD AND IN,PFO,CIK0000882071,PFO,CIK0000882071
FSI,FLEXIBLE SOLUTIONS INT'L INC,FSI,CIK0001069394,FSI,CIK0001069394
FLXS,FLEXSTEEL INDUSTRIES INC,FLXS,CIK0000037472,FLXS,CIK0000037472
FLR,FLUOR CORPORATION (NEW),FLR,CIK0001124198,FLR,CIK0001124198
FRGE,FORGE GLOBAL HLDGS INC COM,FRGE,CIK0001827821,FRGE,CIK0001827821
FORA,FORIAN INC,FORA,CIK0001829280,FORA,CIK0001829280
FORM,FORMFACTOR INC,FORM,CIK0001039399,FORM,CIK0001039399
FORR,FORRESTER RESEARCH INC,FORR,CIK0001023313,FORR,CIK0001023313
FBIO,FORTRESS BIOTECH INC,FBIO,CIK0001429260,FBIO,CIK0001429260
FBIOP,FORTRESS BIOTECH INC CUM RED P,FBIOP,CIK0001429260,FBIOP,CIK0001429260
FORD,FORWARD INDUSTRIES INC,FORD,CIK0000038264,FORD,CIK0000038264
FRG,FRANCHISE GROUP INC CL A,FRG,CIK0001528930,FRG,CIK0001528930
FRAF,FRANKLIN FINL SERVICE CORP,FRAF,CIK0000723646,FRAF,CIK0000723646
FRHC,FREEDOM HLDG CORP NEV COM,FRHC,CIK0000924805,FRHC,CIK0000924805
FCX,FREEPORT-MCMORAN INC COM STK C,FCX,CIK0000831259,FCX,CIK0000831259
FMS,FRESENIUS MED CARE AG & CO. KG,FMS,CIK0001333141,FMS,CIK0001333141
FREQ,FREQUENCY THERAPEUTICS INC,FREQ,CIK0001703647,FREQ,CIK0001703647
FUBO,FUBOTV INC COM,FUBO,CIK0001484769,FUBO,CIK0001484769
FLL,FULL HOUSE RESORTS INC,FLL,CIK0000891482,FLL,CIK0000891482
FUL,FULLER H B CO,FUL,CIK0000039368,FUL,CIK0000039368
FTFT,FUTURE FINTECH GROUP INC COM N,FTFT,CIK0001066923,FTFT,CIK0001066923
FTIIW,FUTURETECH II ACQUISITION CORP,FTIIW,CIK0001889450,FTIIW,CIK0001889450
GDL,"GDL FUND, THE COM SHS OF BEN I",GDL,CIK0001378701,GDL,CIK0001378701
JOB,GEE GROUP INC COM STK (IL),JOB,CIK0000040570,JOB,CIK0000040570
GSIT,GSI TECHNOLOGY COM STK (DE),GSIT,CIK0001126741,GSIT,CIK0001126741
GTBP,GT BIOPHARMA INC COM NEW,GTBP,CIK0000109657,GTBP,CIK0000109657
GZIC,GZ6G TECHNOLOGIES CORP COM,GZIC,CIK0001286648,GZIC,CIK0001286648
GXO,GXO LOGISTICS INC COM,GXO,CIK0001852244,GXO,CIK0001852244
GAIA,GAIA INC NEW CL-A,GAIA,CIK0001089872,GAIA,CIK0001089872
GLXZ,GALAXY GAMING INC COM ST NEW (,GLXZ,CIK0000013156,GLXZ,CIK0000013156
GAXY,GALAXY NEXT GENERATION INC COM,GAXY,CIK0001127993,GAXY,CIK0001127993
GGN,GAMCO GLOBAL GOLD NAT RES & IN,GGN,CIK0001313510,GGN,CIK0001313510
GDNRW,GARDINER HEALTHCARE ACQ CORP R,GDNRW,CIK0001858912,GDNRW,CIK0001858912
GSAC,GELSTAT CORPORATION,GSAC,CIK0000890725,GSAC,CIK0000890725
GM,GENERAL MOTORS COMPANY COM STK,GM,CIK0001467858,GM,CIK0001467858
GMAB,GENMAB A/S ADS (SPONSORED) (DN,GMAB,CIK0001434265,GMAB,CIK0001434265
GPJA,GEORGIA PWR CO JR SUB NT SER 2,GPJA,CIK0000041091,GPJA,CIK0000041091
GEOS,GEOSPACE TECHNOLOGIES CORP COM,GEOS,CIK0001001115,GEOS,CIK0001001115
GGB,GERDAU S.A. ADS (REPTG 1 PREF ,GGB,CIK0001073404,GGB,CIK0001073404
GERN,GERON CORP,GERN,CIK0000886744,GERN,CIK0000886744
ROCK,GIBRALTAR INDUSTRIES INC,ROCK,CIK0000912562,ROCK,CIK0000912562
GILD,GILEAD SCIENCES INC,GILD,CIK0000882095,GILD,CIK0000882095
GTLB,GITLAB INC COM,GTLB,CIK0001653482,GTLB,CIK0001653482
GAINZ,GLADSTONE INVT CORP NT DTD08/1,GAINZ,CIK0001321741,GAINZ,CIK0001321741
GPN,GLOBAL PAYMENTS INC,GPN,CIK0001123360,GPN,CIK0001123360
GDSI,GLOBAL DIGITAL SOLUTIONS INC,GDSI,CIK0001011662,GDSI,CIK0001011662
GWRS,GLOBAL WTR RES INC (DE),GWRS,CIK0001434728,GWRS,CIK0001434728
GMRE,GLOBAL MED REIT INC,GMRE,CIK0001533615,GMRE,CIK0001533615
GMED,GLOBUS MED INC CL A NEW,GMED,CIK0001237831,GMED,CIK0001237831
GL,GLOBE LIFE INC COM (DE),GL,CIK0000320335,GL,CIK0000320335
GOL,GOL LINHAS AEREAS INTELIGENTES,GOL,CIK0001291733,GOL,CIK0001291733
GROY,GOLD RTY CORP CDA COM,GROY,CIK0001834026,GROY,CIK0001834026
GDEN,GOLDEN ENTMT INC COM STK (MN) ,GDEN,CIK0001071255,GDEN,CIK0001071255
AUMN,Golden Minerals Co. Common Sto,AUMN,CIK0001011509,AUMN,CIK0001011509
GS,GOLDMAN SACHS GROUP INC,GS,CIK0000886982,GS,CIK0000886982
GER,GOLDMAN SACHS MLP ENG RENAISSA,GER,CIK0001612875,GER,CIK0001612875
GBDC,GOLUB CAP BDC INC COM STK (DE),GBDC,CIK0001476765,GBDC,CIK0001476765
GT,GOODYEAR TIRE&RUBR;COM NPV,GT,CIK0000042582,GT,CIK0000042582
GHIX,GORES HLDGS IX INC CL A (DE),GHIX,CIK0001894630,GHIX,CIK0001894630
GRC,GORMAN RUPP COMPANY,GRC,CIK0000042682,GRC,CIK0000042682
EAF,GRAFTECH INTL LTD COM,EAF,CIK0000931148,EAF,CIK0000931148
GWW,GRAINGER W.W.INC,GWW,CIK0000277135,GWW,CIK0000277135
GVA,GRANITE CONSTRUCTION INC,GVA,CIK0000861459,GVA,CIK0000861459
GLDD,GREAT LAKES DREDGE & DOCK CORP,GLDD,CIK0001372020,GLDD,CIK0001372020
GRBK,GREEN BRICK PARTNERS INC COMMO,GRBK,CIK0001373670,GRBK,CIK0001373670
GCBC,GREENE COUNTY BANCORP INC,GCBC,CIK0001070524,GCBC,CIK0001070524
GEF,"GREIF, INC. CL-A",GEF,CIK0000043920,GEF,CIK0000043920
GLGI,GREYSTONE LOGISTICS INC COM,GLGI,CIK0001088413,GLGI,CIK0001088413
GPI,"GROUP 1 AUTOMOTIVE,INC",GPI,CIK0001031203,GPI,CIK0001031203
UPXI,UPEXI INC COM,UPXI,CIK0001775194,UPXI,CIK0001775194
GGAL,GRUPO FINANCIERO GALICIA SA,GGAL,CIK0001114700,GGAL,CIK0001114700
GUG,GUGGENHEIM ACTIVE ALLOCATION F,GUG,CIK0001864208,GUG,CIK0001864208
GYRO,GYRODYNE LLC COM STK (NY),GYRO,CIK0001589061,GYRO,CIK0001589061
HFFG,HF FOODS GROUP INC,HFFG,CIK0001680873,HFFG,CIK0001680873
HCKT,HACKETT GROUP INC (THE) COM ST,HCKT,CIK0001057379,HCKT,CIK0001057379
HAIN,HAIN CELESTIAL GROUP INC.(THE),HAIN,CIK0000910406,HAIN,CIK0000910406
HLN,HALEON PLC ADR (GBR),HLN,CIK0001900304,HLN,CIK0001900304
HALO,HALOZYME THERAPEUTICS INC,HALO,CIK0001159036,HALO,CIK0001159036
HWC,HANCOCK WHITNEY CORPORATION CO,HWC,CIK0000750577,HWC,CIK0000750577
HTY,HANCOCK JOHN INVT TR TAX ADVAN,HTY,CIK0001396502,HTY,CIK0001396502
THG,HANOVER INSURANCE GROUP INC (T,THG,CIK0000944695,THG,CIK0000944695
HCDIP,HARBOR CUSTOM DEV INC CUM CONV,HCDIP,CIK0001784567,HCDIP,CIK0001784567
HROWL,HARROW HEALTH INC SR NT 04/30/,HROWL,CIK0001360214,HROWL,CIK0001360214
HAS,HASBRO INC,HAS,CIK0000046080,HAS,CIK0000046080
HCP,HASHICORP INC CL A (DE),HCP,CIK0001720671,HCP,CIK0001720671
HA,"HAWAIIAN HOLDINGS, INC.",HA,CIK0001172222,HA,CIK0001172222
HAYN,HAYNES INT'L INC (NEW),HAYN,CIK0000858655,HAYN,CIK0000858655
HCAT,HEALTH CATALYST INC COM,HCAT,CIK0001636422,HCAT,CIK0001636422
HQY,HEALTHEQUITY INC COM STK,HQY,CIK0001428336,HQY,CIK0001428336
HTLFP,HEARTLAND FINL USA INC DEP SHS,HTLFP,CIK0000920112,HTLFP,CIK0000920112
HEPA,HEPION PHARMACEUTICALS INC,HEPA,CIK0001583771,HEPA,CIK0001583771
HTBK,HERITAGE COMMERCE CORP.,HTBK,CIK0001053352,HTBK,CIK0001053352
HRTX,HERON THERAPEUTICS INC NEW COM,HRTX,CIK0000818033,HRTX,CIK0000818033
CUBA,HERZFELD CARIBBEAN BASIN FUND ,CUBA,CIK0000880406,CUBA,CIK0000880406
HSKA,HESKA CORPORATION COM,HSKA,CIK0001038133,HSKA,CIK0001038133
HXL,HEXCEL CORP (NEW),HXL,CIK0000717605,HXL,CIK0000717605
PCF,HIGH INCOME SECS FD SH BEN INT,PCF,CIK0000810943,PCF,CIK0000810943
HWNI,HIGH WIRE NETWORKS INC COM (US,HWNI,CIK0001413891,HWNI,CIK0001413891
HI,HILLENBRAND INC COM,HI,CIK0001417398,HI,CIK0001417398
